oIWsFt0TI9Ny6_nw-DyY3Ifkae3A	美甲帮	http://mp.weixin.qq.com/s?__biz=MjM5MDI4MzA0MA==&mid=211448910&idx=2&sn=637f8d9f50b079ef49660ec7ab61b5be&3rd=MzA3MDU4NTYzMw==&scene=6#rd	美甲帮精选 今日最热门美甲图片(5月22日)	美容	美甲	1433088000	美甲:16 帮:16 精选:16 　:34 今日:29 最:6 热门:1 美甲:31 图片:16 (:34 5月:29 22日:29 ):34	601e930f08f2d46740f2a4c5627c402c	1	-1
oIWsFtwX6lEAauRka5ffZ8gxclXI	广东澄谊文化有限公司澄谊俱乐部	http://mp.weixin.qq.com/s?__biz=MzA5NTQ0OTY4NA==&mid=207459687&idx=1&sn=12d3b47d02e3c318d69c91c42470feb4&3rd=MzA3MDU4NTYzMw==&scene=6#rd	广州澄谊俱乐部受邀参加潮汕足联VS广东明星足球队足球友谊赛 广东电视台体育世界报道	体育	足球	1435812587	广州:16 澄:16 谊:16 俱乐部:16 受邀:31 参加:16 潮汕:16 足联:12 vs:16 广东:16 明星:16 足球队:16 足球:16 友谊赛:16 　:34 广东:20 电视台:16 体育:16 世界:16 报道:31	42b0c619dcff4c45a46e209efc53706a	0	0
oIWsFt-Z-C9HNr8mbuS_kxdmROLk	微整形皇帝	http://mp.weixin.qq.com/s?__biz=MjM5MTI2MjQ5MQ==&mid=215010651&idx=1&sn=3ca35ec182299369cb96e8f6dabebb61&3rd=MzA3MDU4NTYzMw==&scene=6#rd	微整形皇帝343答求美者问	美容	整形	1433088000	微整形:16 皇帝:16 343:15 答:31 求:31 美:12 者:13 问:31	95ec7b113c9b01847ea24920323f9315	1	-1
oIWsFt2RXv7mAh2AMT0kdQ1zR8Dk	薇格美发设计	http://mp.weixin.qq.com/s?__biz=MzA3MzM4MzQ5OQ==&mid=206187244&idx=1&sn=917f865055efa428033f10d5c8cc16de&3rd=MzA3MDU4NTYzMw==&scene=6#rd	发型改变后对比效果，惊呆了!	美容	发型	1433088000	发型:16 改变:16 后:16 对比:16 效果:16 ,:34 惊呆:31 了:30 !:34	6e26fb5bd6f28f11149459e220397569	1	-1
oIWsFt-0IEganBMYwMyeXBFTBxFM	美妆败家控	http://mp.weixin.qq.com/s?__biz=MjM5MzE3MzU0MQ==&mid=205379732&idx=7&sn=b710846ba554169deb16ad74169a129b&3rd=MzA3MDU4NTYzMw==&scene=6#rd	[新品讯息]快来看看人手必备的美妆蛋，又出了什么新花样	美容	化妆	1433088000	[:34 新品:16 讯息:16 ]:34 快:16 来:16 看看:16 人手:16 必备:16 的:16 美:16 妆:16 蛋:16 ,:34 又:6 出:31 了:30 什么:27 新:1 花样:16	6a1bba8317837c97839b72b59127c62b	1	-1
oIWsFt5G2E5LQNY2BvIqxBEPYWH4	桓台鲁蜜大家庭	http://mp.weixin.qq.com/s?__biz=MzA3MTI3MzExMg==&mid=211112935&idx=1&sn=c95bca73313c99f8018654e97d642ff3&3rd=MzA3MDU4NTYzMw==&scene=6#rd	7.4周六主场助威对辽宁桓台球迷招募	体育	other	1435633273	7.4:15 周六:29 主场:16 助威:16 对:16 辽宁:16 桓台:16 球迷:16 招募:16	f7da0eed0668f8feb8d1b7f86abe2c2e	0	36
oIWsFt9AvkI9rbj4-j39Uq6EScHE	快乐彩	http://mp.weixin.qq.com/s?__biz=MzAxNzAyNDM1NQ==&mid=207820339&idx=4&sn=4ba4247b7a55d93e04361a678d0d0174&3rd=MzA3MDU4NTYzMw==&scene=6#rd	福彩3d第20150175期开奖号码公告	体育	其他	1435797416	福彩:16 3d:16 第:16 20150175:15 期:42 开奖:16 号码:16 公告:16	0c0d5dee35e3d06e313e1f8557a646e1	0	0
oIWsFt3wxh6tjtnMTyMBEjycEubY	万州生活向导	http://mp.weixin.qq.com/s?__biz=MzA5NDA1NzgzOA==&mid=205269743&idx=3&sn=11dbd285952ececf671c5ef9bb7a5b93&3rd=MzA3MDU4NTYzMw==&scene=6#rd	如果你有个女儿，每天发型不一样，这样扎头发才高大上	美容	发型	1433088000	如果你:16 有:31 个:26 女儿:16 ,:34 每天:27 发型:16 不:6 一样:1 ,:34 这样:27 扎:31 头发:16 才:6 高大:1 上:8	c6d7f01cb69579ed67ee132930c9897c	1	-1
oIWsFtwjs5s4bta9lHfdrqwYE0ng	秦支付手机pos	http://mp.weixin.qq.com/s?__biz=MzI4MjAwMjI3MA==&mid=206768511&idx=1&sn=11fa544029a57f713232fab9360574de&3rd=MzA3MDU4NTYzMw==&scene=6#rd	加盟代理条件	体育	other	1435548091	加盟代理:16 条件:16	368be9bfc1deb8cce268919a8ebcfb1f	0	1
oIWsFt4nWH8xvZLI6tB7Zok8KR5k	艺尊精致剪烫	http://mp.weixin.qq.com/s?__biz=MzA5MDAwNDEwNw==&mid=205171616&idx=2&sn=570d07d8870986874c8c5781510e4edb&3rd=MzA3MDU4NTYzMw==&scene=6#rd	减龄齐肩卷发发型－－5款中长发[艺尊国际]	美容	发型	1433088000	减:16 龄:16 齐肩:31 卷发:16 发型:16 -:34 -:34 5:16 款:16 中长发:16 [:34 艺:42 尊:46 国际:16 ]:34	248dda01b3d6440c814ac90a3527a01e	1	-1
oIWsFtwjq_KT-RrLfBPQGTVFg710	曼莉造型	http://mp.weixin.qq.com/s?__biz=MjM5MDYxMTcwNQ==&mid=207460669&idx=1&sn=7a33fcb03ca47bcd551f6f7cf16ffd42&3rd=MzA3MDU4NTYzMw==&scene=6#rd	个人形象设计彩妆课程	美容	化妆	1433088000	个人形象设计:16 彩妆:16 课程:16	f6a8ad55828cc7abc6001185e1dd68b0	1	-1
oIWsFt7Lnh8e1EHhytJJbsKOXsQg	时尚发型美甲	http://mp.weixin.qq.com/s?__biz=MzAxMDAyNDI3Nw==&amp;mid=206717560&amp;idx=2&amp;sn=1a9677cca8a383918bb769a4ca2aa281&amp;3rd=MzA3MDU4NTYzMw==&amp;scene=6#rd	美甲配美唇，美到没朋友!	美容	美甲	1433088000	美甲:16 配:16 美:16 唇:16 ,:34 美:12 到:31 没:31 朋友:16 !:34	9a6fd1063800b3f097f6360ec4b27367	1	-1
oIWsFt0TI9Ny6_nw-DyY3Ifkae3A	美甲帮	http://mp.weixin.qq.com/s?__biz=MjM5MDI4MzA0MA==&mid=211250048&idx=3&sn=501d020f8ac534d4173de55b56c9b23c&3rd=MzA3MDU4NTYzMw==&scene=6#rd	美甲帮精选 今日最热门美甲图片	美容	美甲	1433088000	美甲:16 帮:16 精选:16 　:34 今日:29 最:6 热门:1 美甲:31 图片:16	019e589c1c8ed3a1eb7496da27cc2b1e	1	-1
oIWsFt2wrHtOs414CNtD9aU8TQYE	新娘發型	http://mp.weixin.qq.com/s?__biz=MzA4Njc4MjE2Nw==&mid=209108142&idx=1&sn=0512cf3decbda37199a57785868f1d40&3rd=MzA3MDU4NTYzMw==&scene=6#rd	唯美新娘发型，你挑中的是哪款	美容	发型	1433088000	唯美:16 新娘:16 发型:16 ,:34 你:27 挑:31 中:8 的:30 是:31 哪:27 款:26	6e15dd636c84953b63422a7c125245eb	1	-1
oIWsFt2VZUmlAIQvXyr2oKScORFE	北体大卓越培训	http://mp.weixin.qq.com/s?__biz=MjM5MjU2MTEwOQ==&mid=207280602&idx=1&sn=3c7f08997b297c4d1069a1c7d26dc928&3rd=MzA3MDU4NTYzMw==&scene=6#rd	[活动回顾]北体卓越走进北京园博园四季跑活动	体育	other	1435629838	[:34 活动:16 回顾:16 ]:34 北体:12 卓越:16 走进:31 北京:16 园博园:16 四季:16 跑:16 活动:16	dd7362320031dafd864e845b25857067	0	58
oIWsFt39SMu0025jON85l89B8TWc	微风倍迅	http://mp.weixin.qq.com/s?__biz=MjM5MTMyNzI5OQ==&mid=209667046&idx=1&sn=aae8808561ed2e5bc6596e96084c845e&3rd=MzA3MDU4NTYzMw==&scene=6#rd	微风健康总经理代表公司出席中国智慧体育产业联盟成立大会	体育	other	1435633094	微风:16 健康:16 总经理:16 代表:16 公司:16 出席:16 中国智慧:16 体育:16 产业:16 联盟:16 成立:31 大会:16	e862bfd1ef7927f1b1ce45d8f8055465	0	11
